PART	ANALITO	RESP	S1_NOME_SA	S2_NOME_SA
6191	Glicose.	1000 mg/dL	Combur 10M	Urisys 1100/ Urilux S
6191	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1100/ Urilux S
6191	Leucocitos.	25 leu/無	Combur 10M	Urisys 1100/ Urilux S
6191	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1100/ Urilux S
6191	Prote璯as.	150 mg/dL	Combur 10M	Urisys 1100/ Urilux S
6191	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1100/ Urilux S
6192	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6192	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6192	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6192	Hemoglobina Hemolisada.	50 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
6192	Leucocitos.	500 leu/無	Combur 10M	Urisys 1800/ Cobas u411
6192	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6192	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6192	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6199	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6199	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6199	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6199	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
6199	Leucocitos.	100 leu/無	Combur 10M	Urisys 1800/ Cobas u411
6199	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6199	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6199	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6210	Bilirrubina.	3 mg/dL	Biopix	Leitura visual
6210	Corpos Cet獼icos.	80 mg/dL	Biopix	Leitura visual
6210	Glicose.	500 mg/dL	Biopix	Leitura visual
6210	Hemoglobina Hemolisada.	250 Ery/無	Biopix	Leitura visual
6210	Leucocitos.	125 leu/無	Biopix	Leitura visual
6210	Nitrito.	0,2 mg/dL	Biopix	Leitura visual
6210	Prote璯as.	300 mg/dL	Biopix	Leitura visual
6210	Urobilinog瘽io.	8 mg/dL	Biopix	Leitura visual
6211	Bilirrubina.	2 mg/dL	Sensi 10.	Leitura visual
6211	Corpos Cet獼icos.	40 mg/dL	Sensi 10.	Leitura visual
6211	Glicose.	100 mg/dL	Sensi 10.	Leitura visual
6211	Hemoglobina Hemolisada.	250 Ery/無	Sensi 10.	Leitura visual
6211	Leucocitos.	15 leu/無	Sensi 10.	Leitura visual
6211	Nitrito.	0,2 mg/dL	Sensi 10.	Leitura visual
6211	Prote璯as.	100 mg/dL	Sensi 10.	Leitura visual
6211	Urobilinog瘽io.	0,1 mg/dL	Sensi 10.	Leitura visual
6213	Bilirrubina.	3 mg/dL	Urofita 10DLU	Leitura visual
6213	Corpos Cet獼icos.	80 mg/dL	Urofita 10DLU	Leitura visual
6213	Glicose.	1000 mg/dL	Urofita 10DLU	Leitura visual
6213	Hemoglobina Hemolisada.	50 Ery/無	Urofita 10DLU	Leitura visual
6213	Leucocitos.	25 leu/無	Urofita 10DLU	Leitura visual
6213	Nitrito.	0,2 mg/dL	Urofita 10DLU	Leitura visual
6213	Prote璯as.	100 mg/dL	Urofita 10DLU	Leitura visual
6213	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Leitura visual
6215	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6215	Corpos Cet獼icos.	15 mg/dL	Uricolor Check	Leitura visual
6215	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
6215	Hemoglobina Hemolisada.	0 Ery/無	Uricolor Check	Leitura visual
6215	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
6215	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6215	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
6215	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
6218	Bilirrubina.	3 mg/dL	Urofita 10DL	Leitura visual
6218	Corpos Cet獼icos.	40 mg/dL	Urofita 10DL	Leitura visual
6218	Glicose.	20 mg/dL	Urofita 10DL	Leitura visual
6218	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DL	Leitura visual
6218	Leucocitos.	75 leu/無	Urofita 10DL	Leitura visual
6218	Nitrito.	0,2 mg/dL	Urofita 10DL	Leitura visual
6218	Prote璯as.	500 mg/dL	Urofita 10DL	Leitura visual
6218	Urobilinog瘽io.	4 mg/dL	Urofita 10DL	Leitura visual
6219	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6219	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
6219	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6219	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
6219	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6219	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
6219	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6230	Bilirrubina.	3 mg/dL	Multistix 10SG	Clinitek Advantus
6230	Corpos Cet獼icos.	80 mg/dL	Multistix 10SG	Clinitek Advantus
6230	Glicose.	500 mg/dL	Multistix 10SG	Clinitek Advantus
6230	Hemoglobina Hemolisada.	250 Ery/無	Multistix 10SG	Clinitek Advantus
6230	Leucocitos.	15 leu/無	Multistix 10SG	Clinitek Advantus
6230	Nitrito.	0,2 mg/dL	Multistix 10SG	Clinitek Advantus
6230	Prote璯as.	300 mg/dL	Multistix 10SG	Clinitek Advantus
6230	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Clinitek Advantus
6239	Bilirrubina.	3 mg/dL	Bio 10	Leitura visual
6239	Corpos Cet獼icos.	80 mg/dL	Bio 10	Leitura visual
6239	Glicose.	500 mg/dL	Bio 10	Leitura visual
6239	Hemoglobina Hemolisada.	200 Ery/無	Bio 10	Leitura visual
6239	Leucocitos.	0 leu/無	Bio 10	Leitura visual
6239	Nitrito.	0,2 mg/dL	Bio 10	Leitura visual
6239	Prote璯as.	100 mg/dL	Bio 10	Leitura visual
6239	Urobilinog瘽io.	4 mg/dL	Bio 10	Leitura visual
6244	Bilirrubina.	0 mg/dL	Biocolor 10	Urilyzer 100 pro
6244	Corpos Cet獼icos.	0 mg/dL	Biocolor 10	Urilyzer 100 pro
6244	Glicose.	500 mg/dL	Biocolor 10	Urilyzer 100 pro
6244	Hemoglobina Hemolisada.	250 Ery/無	Biocolor 10	Urilyzer 100 pro
6244	Leucocitos.	0 leu/無	Biocolor 10	Urilyzer 100 pro
6244	Nitrito.	0,2 mg/dL	Biocolor 10	Urilyzer 100 pro
6244	Prote璯as.	100 mg/dL	Biocolor 10	Urilyzer 100 pro
6244	Urobilinog瘽io.	0,2 mg/dL	Biocolor 10	Urilyzer 100 pro
6284	Bilirrubina.	3,0 mg/dL	Uriscan 11	Uriscan PRO / S300
6284	Corpos Cet獼icos.	50 mg/dL	Uriscan 11	Uriscan PRO / S300
6284	Glicose.	250 mg/dL	Uriscan 11	Uriscan PRO / S300
6284	Hemoglobina Hemolisada.	250 Ery/無	Uriscan 11	Uriscan PRO / S300
6284	Leucocitos.	25 leu/無	Uriscan 11	Uriscan PRO / S300
6284	Nitrito.	0,2 mg/dL	Uriscan 11	Uriscan PRO / S300
6284	Prote璯as.	300 mg/dL	Uriscan 11	Uriscan PRO / S300
6284	Urobilinog瘽io.	12 mg/dL	Uriscan 11	Uriscan PRO / S300
6330	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6330	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6330	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
6330	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6330	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
6330	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6330	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
6330	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6359	Bilirrubina.	3,0 mg/dL	Uriscan 11	Uriscan PRO / S300
6359	Corpos Cet獼icos.	50 mg/dL	Uriscan 11	Uriscan PRO / S300
6359	Glicose.	500 mg/dL	Uriscan 11	Uriscan PRO / S300
6359	Hemoglobina Hemolisada.	250 Ery/無	Uriscan 11	Uriscan PRO / S300
6359	Leucocitos.	10 leu/無	Uriscan 11	Uriscan PRO / S300
6359	Nitrito.	0,2 mg/dL	Uriscan 11	Uriscan PRO / S300
6359	Prote璯as.	300 mg/dL	Uriscan 11	Uriscan PRO / S300
6359	Urobilinog瘽io.	12 mg/dL	Uriscan 11	Uriscan PRO / S300
6365	Bilirrubina.	3 mg/dL	Uriclin 10	Leitura visual
6365	Leucocitos.	0 leu/無	Uriclin 10	Leitura visual
6365	Nitrito.	0,2 mg/dL	Uriclin 10	Leitura visual
6368	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6368	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6368	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6368	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
6368	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6378	Bilirrubina.	0 mg/dL	Uricolor Check	Leitura visual
6378	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6378	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
6378	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6378	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6378	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
6378	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6381	Bilirrubina.	3 mg/dL	Urivida	Leitura visual
6381	Corpos Cet獼icos.	80 mg/dL	Urivida	Leitura visual
6381	Glicose.	1000 mg/dL	Urivida	Leitura visual
6381	Hemoglobina Hemolisada.	250 Ery/無	Urivida	Leitura visual
6381	Leucocitos.	125 leu/無	Urivida	Leitura visual
6381	Nitrito.	0,2 mg/dL	Urivida	Leitura visual
6381	Prote璯as.	100 mg/dL	Urivida	Leitura visual
6381	Urobilinog瘽io.	8 mg/dL	Urivida	Leitura visual
6386	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6386	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6386	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
6386	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6386	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
6386	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6386	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
6386	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
6387	Bilirrubina.	3 mg/dL	Multistix 10SG	Leitura visual
6387	Corpos Cet獼icos.	160 mg/dL	Multistix 10SG	Leitura visual
6387	Glicose.	1000 mg/dL	Multistix 10SG	Leitura visual
6387	Hemoglobina Hemolisada.	200 Ery/無	Multistix 10SG	Leitura visual
6387	Leucocitos.	15 leu/無	Multistix 10SG	Leitura visual
6387	Nitrito.	0,2 mg/dL	Multistix 10SG	Leitura visual
6387	Prote璯as.	300 mg/dL	Multistix 10SG	Leitura visual
6387	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Leitura visual
6406	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6406	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6406	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
6406	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6406	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
6406	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6406	Prote璯as.	1000 mg/dL	Uricolor Check	Leitura visual
6406	Urobilinog瘽io.	8 mg/dL	Uricolor Check	Leitura visual
6421	Bilirrubina.	3 mg/dL	Urofita 10DLU	Leitura visual
6421	Corpos Cet獼icos.	15 mg/dL	Urofita 10DLU	Leitura visual
6421	Glicose.	500 mg/dL	Urofita 10DLU	Leitura visual
6421	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Leitura visual
6421	Leucocitos.	75 leu/無	Urofita 10DLU	Leitura visual
6421	Nitrito.	0,2 mg/dL	Urofita 10DLU	Leitura visual
6421	Prote璯as.	500 mg/dL	Urofita 10DLU	Leitura visual
6421	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Leitura visual
6422	Bilirrubina.	3 mg/dL	Biopix	Leitura visual
6422	Corpos Cet獼icos.	80 mg/dL	Biopix	Leitura visual
6422	Glicose.	1000 mg/dL	Biopix	Leitura visual
6422	Hemoglobina Hemolisada.	250 Ery/無	Biopix	Leitura visual
6422	Leucocitos.	25 leu/無	Biopix	Leitura visual
6422	Nitrito.	0,2 mg/dL	Biopix	Leitura visual
6422	Prote璯as.	300 mg/dL	Biopix	Leitura visual
6422	Urobilinog瘽io.	4 mg/dL	Biopix	Leitura visual
6428	Bilirrubina.	3 mg/dL	Urigold	Leitura visual
6428	Corpos Cet獼icos.	80 mg/dL	Urigold	Leitura visual
6428	Glicose.	500 mg/dL	Urigold	Leitura visual
6428	Hemoglobina Hemolisada.	250 Ery/無	Urigold	Leitura visual
6428	Leucocitos.	25 leu/無	Urigold	Leitura visual
6428	Nitrito.	0,2 mg/dL	Urigold	Leitura visual
6428	Prote璯as.	300 mg/dL	Urigold	Leitura visual
6428	Urobilinog瘽io.	2 mg/dL	Urigold	Leitura visual
6431	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6431	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6431	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
6431	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6431	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
6431	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6431	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
6431	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6434	Bilirrubina.	3 mg/dL	Multistix 10SG	Leitura visual
6434	Corpos Cet獼icos.	160 mg/dL	Multistix 10SG	Leitura visual
6434	Glicose.	250 mg/dL	Multistix 10SG	Leitura visual
6434	Hemoglobina Hemolisada.	200 Ery/無	Multistix 10SG	Leitura visual
6434	Leucocitos.	0 leu/無	Multistix 10SG	Leitura visual
6434	Nitrito.	0,2 mg/dL	Multistix 10SG	Leitura visual
6434	Prote璯as.	100 mg/dL	Multistix 10SG	Leitura visual
6434	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Leitura visual
6437	Bilirrubina.	1 mg/dL	Urigold	Leitura visual
6437	Corpos Cet獼icos.	40 mg/dL	Urigold	Leitura visual
6437	Glicose.	500 mg/dL	Urigold	Leitura visual
6437	Hemoglobina Hemolisada.	250 Ery/無	Urigold	Leitura visual
6437	Leucocitos.	25 leu/無	Urigold	Leitura visual
6437	Nitrito.	0,2 mg/dL	Urigold	Leitura visual
6437	Prote璯as.	30 mg/dL	Urigold	Leitura visual
6437	Urobilinog瘽io.	2 mg/dL	Urigold	Leitura visual
6457	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6457	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6457	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
6457	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6457	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
6457	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6457	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
6457	Urobilinog瘽io.	12 mg/dL	Uricolor Check	Leitura visual
6468	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6468	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6468	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6468	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6468	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6468	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6469	Bilirrubina.	3 mg/dL	URI QUALITY	BIOANALITICA
6469	Corpos Cet獼icos.	80 mg/dL	URI QUALITY	BIOANALITICA
6469	Glicose.	500 mg/dL	URI QUALITY	BIOANALITICA
6469	Hemoglobina Hemolisada.	0 Ery/無	URI QUALITY	BIOANALITICA
6469	Leucocitos.	0 leu/無	URI QUALITY	BIOANALITICA
6469	Nitrito.	0,2 mg/dL	URI QUALITY	BIOANALITICA
6469	Prote璯as.	100 mg/dL	URI QUALITY	BIOANALITICA
6469	Urobilinog瘽io.	0,2 mg/dL	URI QUALITY	BIOANALITICA
6471	Bilirrubina.	3,0 mg/dL	Uriscan 11	Uriscan PRO / S300
6471	Corpos Cet獼icos.	50 mg/dL	Uriscan 11	Uriscan PRO / S300
6471	Glicose.	500 mg/dL	Uriscan 11	Uriscan PRO / S300
6471	Hemoglobina Hemolisada.	250 Ery/無	Uriscan 11	Uriscan PRO / S300
6471	Leucocitos.	10 leu/無	Uriscan 11	Uriscan PRO / S300
6471	Nitrito.	0,2 mg/dL	Uriscan 11	Uriscan PRO / S300
6471	Prote璯as.	300 mg/dL	Uriscan 11	Uriscan PRO / S300
6471	Urobilinog瘽io.	12 mg/dL	Uriscan 11	Uriscan PRO / S300
6473	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6473	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6473	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6473	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
6473	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6473	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6475	Bilirrubina.	3 mg/dL	Sensi 10.	Leitura visual
6475	Corpos Cet獼icos.	15 mg/dL	Sensi 10.	Leitura visual
6475	Glicose.	250 mg/dL	Sensi 10.	Leitura visual
6475	Hemoglobina Hemolisada.	250 Ery/無	Sensi 10.	Leitura visual
6475	Leucocitos.	0 leu/無	Sensi 10.	Leitura visual
6475	Nitrito.	0,2 mg/dL	Sensi 10.	Leitura visual
6475	Urobilinog瘽io.	2 mg/dL	Sensi 10.	Leitura visual
6484	Bilirrubina.	4,0 mg/dL	Urofita 10DLU	Uryxxon 300
6484	Corpos Cet獼icos.	25 mg/dL	Urofita 10DLU	Uryxxon 300
6484	Glicose.	500 mg/dL	Urofita 10DLU	Uryxxon 300
6484	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Uryxxon 300
6484	Leucocitos.	75 leu/無	Urofita 10DLU	Uryxxon 300
6484	Nitrito.	0,2 mg/dL	Urofita 10DLU	Uryxxon 300
6484	Prote璯as.	500 mg/dL	Urofita 10DLU	Uryxxon 300
6484	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Uryxxon 300
6485	Bilirrubina.	4,0 mg/dL	Urofita 10DLU	Uryxxon 500
6485	Corpos Cet獼icos.	25 mg/dL	Urofita 10DLU	Uryxxon 500
6485	Glicose.	500 mg/dL	Urofita 10DLU	Uryxxon 500
6485	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Uryxxon 500
6485	Leucocitos.	75 leu/無	Urofita 10DLU	Uryxxon 500
6485	Nitrito.	0,2 mg/dL	Urofita 10DLU	Uryxxon 500
6485	Prote璯as.	500 mg/dL	Urofita 10DLU	Uryxxon 500
6485	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Uryxxon 500
6486	Bilirrubina.	4,0 mg/dL	Urofita 10DLU	Uryxxon 500
6486	Corpos Cet獼icos.	25 mg/dL	Urofita 10DLU	Uryxxon 500
6486	Glicose.	500 mg/dL	Urofita 10DLU	Uryxxon 500
6486	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Uryxxon 500
6486	Leucocitos.	500 leu/無	Urofita 10DLU	Uryxxon 500
6486	Nitrito.	0,2 mg/dL	Urofita 10DLU	Uryxxon 500
6486	Prote璯as.	500 mg/dL	Urofita 10DLU	Uryxxon 500
6486	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Uryxxon 500
6487	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6487	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6487	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6487	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
6487	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6487	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6487	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
6510	Bilirrubina.	3 mg/dL	Uricolor Check	Urivision
6510	Corpos Cet獼icos.	5 mg/dL	Uricolor Check	Urivision
6510	Glicose.	1000 mg/dL	Uricolor Check	Urivision
6510	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Urivision
6510	Leucocitos.	0 leu/無	Uricolor Check	Urivision
6510	Nitrito.	0,2 mg/dL	Uricolor Check	Urivision
6510	Prote璯as.	100 mg/dL	Uricolor Check	Urivision
6510	Urobilinog瘽io.	12 mg/dL	Uricolor Check	Urivision
6512	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6512	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
6512	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
6512	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6512	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
6512	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6512	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
6512	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6527	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
6527	Corpos Cet獼icos.	80 mg/dL	Meditape UC-11A	Sysmex UC 3500
6527	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
6527	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
6527	Leucocitos.	25 leu/無	Meditape UC-11A	Sysmex UC 3500
6527	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
6527	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
6527	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
6545	Bilirrubina.	3 mg/dL	Biocon 10	Leitura visual
6545	Corpos Cet獼icos.	100 mg/dL	Biocon 10	Leitura visual
6545	Glicose.	500 mg/dL	Biocon 10	Leitura visual
6545	Hemoglobina Hemolisada.	250 Ery/無	Biocon 10	Leitura visual
6545	Leucocitos.	25 leu/無	Biocon 10	Leitura visual
6545	Nitrito.	0,2 mg/dL	Biocon 10	Leitura visual
6545	Prote璯as.	100 mg/dL	Biocon 10	Leitura visual
6545	Urobilinog瘽io.	8 mg/dL	Biocon 10	Leitura visual
6547	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6547	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
6547	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
6547	Hemoglobina Hemolisada.	125 Ery/無	Uricolor Check	Leitura visual
6547	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
6547	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6547	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
6547	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6563	Bilirrubina.	0 mg/dL	Uricolor Check	Leitura visual
6563	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
6563	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
6563	Hemoglobina Hemolisada.	125 Ery/無	Uricolor Check	Leitura visual
6563	Leucocitos.	125 leu/無	Uricolor Check	Leitura visual
6563	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6563	Prote璯as.	30 mg/dL	Uricolor Check	Leitura visual
6563	Urobilinog瘽io.	0,2 mg/dL	Uricolor Check	Leitura visual
6575	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6575	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
6575	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
6575	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
6575	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
6575	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
6575	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
6575	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
6595	Bilirrubina.	2 mg/dL	Multistix 10SG	Clinitek Advantus
6595	Corpos Cet獼icos.	80 mg/dL	Multistix 10SG	Clinitek Advantus
6595	Glicose.	500 mg/dL	Multistix 10SG	Clinitek Advantus
6595	Hemoglobina Hemolisada.	250 Ery/無	Multistix 10SG	Clinitek Advantus
6595	Leucocitos.	15 leu/無	Multistix 10SG	Clinitek Advantus
6595	Nitrito.	0,2 mg/dL	Multistix 10SG	Clinitek Advantus
6595	Prote璯as.	300 mg/dL	Multistix 10SG	Clinitek Advantus
6595	Urobilinog瘽io.	8 mg/dL	Multistix 10SG	Clinitek Advantus
6643	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
6643	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
6643	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
6643	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
6643	Leucocitos.	0 leu/無	Meditape UC-11A	Sysmex UC 3500
6643	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
6643	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
6643	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
6670	Bilirrubina.	3 mg/dL	Urofita 10DLU	Leitura visual
6670	Corpos Cet獼icos.	80 mg/dL	Urofita 10DLU	Leitura visual
6670	Glicose.	1000 mg/dL	Urofita 10DLU	Leitura visual
6670	Hemoglobina Hemolisada.	250 Ery/無	Urofita 10DLU	Leitura visual
6670	Leucocitos.	25 leu/無	Urofita 10DLU	Leitura visual
6670	Nitrito.	0,2 mg/dL	Urofita 10DLU	Leitura visual
6670	Prote璯as.	500 mg/dL	Urofita 10DLU	Leitura visual
6670	Urobilinog瘽io.	12 mg/dL	Urofita 10DLU	Leitura visual
6686	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
6686	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
6686	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
6686	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
